"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
"CHC734T"	-0.0297095918753162	0.0176263366706211	0.0579937881371089	0.0751675612622041	-0.0662476843133823	-0.0317518600247844	3.61763118085752e-05	0.0462103141971694	0.0670942783518472	-0.0674439493862308	-0.0278125621195948	-0.114567106687551	-0.00395979048598668	0.0339904767832699	0.0118734184169278	0.0909596211609498	0.0348143158526623	0.0252033125848746	0.0373228439411723	-0.116281148464641
"CHC736T"	-0.0385295779296373	-0.00830141348479489	0.0546795039588248	0.0336353752753288	0.0590334038340055	-0.00167657855578259	-0.034177895654728	0.012749402381974	0.0611271749851988	0.006961829608966	-0.0218604136227341	-0.031595710664737	-0.0437049249543319	0.00810619201793449	-0.0177220611502315	0.0180327970937759	-0.137040976681013	0.0409677396995617	-0.00787194833530194	-0.0257144374417719
"CHC793T"	-0.0405017688652562	-0.0148748445293525	-0.0136182048280158	0.0246365352170504	0.0477899864887457	-0.0229046302678642	0.0139171022558683	0.0653302061125098	0.0151525595758161	-0.0205597236632169	-0.0416401761548691	-0.0235566227261595	-0.0454967673447868	0.0317926171210036	0.0195711030118803	0.00976793872173363	-0.019256801976692	-0.00176198355187461	-0.0184420444038305	0.0121852363572011
"CHC796T"	-0.0634774001056073	-0.0112133337759291	0.00106751249271766	-0.00407265856595766	0.0811190734497374	-0.0105339394675695	-0.0111789325124999	0.0932648059669239	0.00803477049565598	0.0394036010326597	8.3344851275341e-05	0.0415192059207387	0.00661389111626981	0.0543811061691943	-0.00845001299021738	-0.0677430589729919	-0.0670018139850338	-0.0298065916581101	-0.0341396682930152	0.0533729562474452
"CHC799T"	-0.100164176584172	0.025800533686828	0.0210348673449184	-0.0246704774285943	0.0642284529743634	0.0040582475764125	0.013647854681002	0.0640032525158356	-0.00375534246787121	-0.0496323457118463	0.0525704097930585	0.0478536865110764	-0.0130131637596368	0.0528203323407545	0.0208977314172	0.0618296046634578	0.0240386419415784	-0.0307121119550418	-0.0261622436661725	0.0303979000272636
"CHC805T"	-0.035498209092282	0.00815484147475819	-0.0337641168203941	0.0188796782016811	0.0723722630839169	-0.00767943480995106	0.0017013398191762	0.0467955892726408	0.0148691841482091	-0.0364937088629049	0.0103339305803839	-0.0532609209972969	0.00503759498247034	0.0340240577596628	0.0295667424703856	-0.0263220993531068	0.0146195905830947	0.0075690460713225	-0.0170921678010899	0.00307909886020618
"CHC884T"	-0.00884380691429593	-0.01160563777334	0.00107910592432667	0.000356717534907985	0.1045679566137	-0.0281940484864063	0.015073869282451	0.0252183625733447	0.0416305185593828	-0.00377536961279651	-0.0307371888782957	-0.0101727783048761	-0.0493807010670481	0.00494719497513421	-0.0811028738576403	-0.0351319414564221	-0.00946886865732195	0.0163583747465759	-0.0250562489446203	0.0604492257679129
"CHC889T"	-0.0205030284717404	-0.0116242310864381	-0.00189982519692175	0.0155200197059544	0.085626039536651	-0.0302839832046862	0.0423991294019465	0.0512656395902974	0.0081701818674284	0.00214912923705796	-0.00143748612738398	-0.00591598494610503	-0.0108733602008431	0.039809748316583	0.0222244901169509	-0.0029063777649608	-0.0171009374958788	-0.0244446328372156	-0.0295762733358836	0.033577400920847
"CHC891T"	-0.0812701871245753	-0.0047018326481043	0.0394772208783299	-0.0257369693411895	0.0450670169914031	-0.00114630003642234	0.0265506830066312	0.0456839207854487	-0.0169348971902307	-0.0492309987796958	0.00442101502745658	0.0297005620365391	-0.0386317810369076	0.0495727955815251	0.00889712218545879	0.0870065573252386	-0.0630481159342963	-0.00154315149302986	0.0424115816996022	-0.00490399630185445
"CHC892T"	-0.0570413959421789	0.0275497579863345	0.0378060327926432	0.0027087341954744	-0.00299863617717607	0.0038845209590976	0.0142879901026159	0.0601584660940768	0.055468257138191	-0.0390267864469305	-0.00849386604776354	-0.075439624547562	-0.000892700796557511	0.0505687187276952	0.0161565416624212	0.0444997106003018	-0.0252871991104688	0.0162007340444527	0.0128332633852698	-0.0645248972495954
"CHC896T"	-0.00981657526099505	-0.00774024940728228	-0.0288290265291135	0.00226075474967271	0.0933398148278173	-0.0121622111842692	0.000341296625581113	0.000402575528155454	0.0033170784418634	0.0046823044477037	0.00376418579514541	-0.0294466982317535	0.00805527286455602	0.00817038960578196	0.0282081285799174	-0.0272355884168495	-0.00115272015575059	-0.00945905478299031	-0.0339643002922929	0.0245158436034024
"CHC898T"	-0.0294314331578789	-0.0178693458021695	-0.0192312860665789	0.0119790509660295	0.0987154159405359	-0.0173791442846134	0.0393318186074575	0.0487486496095894	-0.00764283586782544	0.050387656213868	0.0290124675722463	-0.0336291393528441	0.00122950784421817	0.0292087652298198	-0.0346031979873357	-0.0685656519005496	-0.0268389209399645	-0.0282235732106897	-0.0426478270183899	0.000138266126973319
"CHC909T"	0.011860527690239	-0.00823619470990053	-0.0318510886773834	0.00934136448230954	0.12772902621745	-0.0221262284948331	-0.0544712230909258	-0.00415245740367942	-0.0519895138989045	-0.0583980117300978	-0.0516704758758819	0.0166086311607429	-0.0643991301727386	0.024153044373174	0.0424867407428435	-0.0715400674603642	-0.0818662187698672	-0.0317064567463295	-0.0569849058687075	0.0483161142409217
"CHC912T"	-0.0128215589291607	-0.0352858806492854	0.033194953892104	0.0025617089400502	0.0911949236066905	-0.0528997074736196	-0.0291417087046456	0.0540982612108058	-0.0624546564778012	0.0144406396825507	0.0239240905664315	-0.0012559663904524	-0.0281133339072751	0.0144081865309043	-0.0413925299345197	-0.0420168766332552	-0.057283758099966	0.00070102642635383	-0.0183364431147298	0.0429851188492189
"CHC983T"	-0.00257131428971002	0.00147529716814318	-0.008553487902347	0.0223625438233946	0.091397898406994	-0.0213742639888264	-0.00283480408213546	0.0334917958618067	-0.02858780085586	0.024942225103815	0.020013658247809	-0.0552003680790184	-0.000904120013601482	0.0212190182874161	0.0130976454705424	-0.032714068425319	-0.0350896560729126	0.023457014923394	-0.0322613468412454	-0.0270036370266885
"CHC051T"	-0.0456995361794187	-0.0322182238002636	-0.0139587942904997	-0.0422814085726428	0.101490756011262	-0.0122665954098832	0.00706912780764048	0.0950262765932522	-0.0398092734256787	0.0360228756262198	0.0176598339040043	0.0263327796042892	0.0177228436402066	0.0420949012700829	-0.0237648370057732	-0.0715359215580268	-0.0146532683124388	-0.0479073278522363	-0.0172966224094656	0.08526703871442
"CHC121T"	-0.0989597103869473	-0.048660702588617	0.0334543095860466	0.0308150286486922	0.0423071414261128	-0.0263512668392356	0.00202025557429317	0.0783157104045588	0.0127278265011928	0.0227443574601895	0.0362308417403825	-0.00526923570379464	0.0232930412150059	0.0286203606927498	-0.0003216390518883	-0.0380826739703396	-0.0699644905158361	-0.033331854900639	0.00446900097208146	-0.0235656786223124
"CHC155T"	-0.0173417999172769	-0.0099280233566407	-0.0116102466186353	0.0207119668578812	0.0962583545347637	0.00520645052833963	-0.00869183831794066	0.0562432521172321	-0.0202731423232593	0.00330686992375951	0.00816214050830524	-0.0422809326278802	0.016895906668408	0.0291429351726333	0.0264912550873602	-0.0491635793449168	-0.00667137948208433	0.013960146581424	-0.0157707695986165	0.0262561032842838
"CHC258T"	-0.0278094575747375	-0.00236452008120445	0.0732081536479061	0.0485277328170163	-0.00425420706930552	-0.00869398087064732	-0.0213904139640128	0.0267956156634573	0.0130554891138247	-0.0576087796224613	0.0227799903596522	-0.0128118763607036	-0.00969855354619222	0.0271947037315172	-0.0322908422063993	0.0446975674131269	0.0204973764423165	-0.00405435234601032	0.043556164222525	-0.0784761430133266
"CHC301T"	-0.0594207463677251	-0.0339026991666686	-0.00399879912259393	0.0108907351574632	0.0868883391190353	-0.0129593046762128	-0.000949189098042702	0.0929857960981596	-0.00967663279193924	0.0701095523649318	0.0122217069123911	-0.000266898080254818	-0.0063867121650955	0.0264560765173375	-0.0474487654695689	-0.0315742154428432	-0.0378179822847542	-0.0228859532601973	-0.0264375526117948	0.0293999176375108
"CHC302T"	-0.0191700349534861	-0.00704381700089834	0.0240020747585345	0.0353790163962836	0.0481086037028658	-0.0381984577516849	0.0283439803312257	0.0538355647990675	0.0281753134487843	0.00276205108625471	0.00608735463695829	-0.0420657076806227	-0.0360515691653221	0.0152004554192216	-0.00463399967129617	-0.00491725645724493	-0.0458001970730034	0.0138024622970138	0.00262474775987495	0.00405626246499655
"CHC303T"	-0.0110951504497897	-0.000846273854867231	-0.00382489172464959	0.0115586868223851	0.0929657808235097	-0.0235449111187792	0.00667882626794718	0.0117088855686619	0.0023063602177481	0.00901668642288865	0.00414573707133842	-0.0447274344063449	0.00613747386856243	0.0126779002972388	-0.00610728737829141	-0.0189301633367568	0.00110415871560795	0.00864842156557837	-0.01820032217569	0.0332776530022253
"CHC306T"	-0.0566943984866123	-0.0159336153823903	0.00905645744261577	0.0107682412551469	0.0509101577126028	-0.0109599361157383	0.0126038788820363	0.0797004539996914	0.00435349245033816	-0.0079075215981735	-0.0053394142080652	-0.0381275487994794	-0.00256906284808942	0.0309136278226019	0.0234556269232526	-0.0111599251616927	0.00169428372959779	0.012507210745121	0.00127546405115527	0.0181100477560958
"CHC307T"	-0.0412044759511792	-0.0149723255731378	0.072416536561289	0.0455588679972923	0.0081585030195717	-0.0188057431392242	-0.00293444063167528	0.0379022278357913	0.0199702512772553	-0.0404428877774575	-0.0159140159926623	-0.00972835564731193	-0.017267624041066	0.0485208167787699	0.011615897734716	0.0434753096619524	0.00637868019839643	0.0206551923799445	0.0394625132474879	-0.0484827534746847
"CHC326T"	-0.0789796040341095	-0.019852873790754	0.0449952157697192	0.0473445699704014	0.00303795079406921	0.0116481028999396	0.00835316021911836	0.0671197386613672	0.0283325114992684	-0.0434609533111744	-0.0169021428852578	-0.0400979884714106	-0.00236028264420872	0.0607123281999484	0.0215865547275261	0.0302172085337218	0.0288744637924905	0.00911400546897639	0.0265380820088198	-0.0235236417376564
"CHC327T"	-0.00976267468808653	-0.0136962178910221	0.0170756280576991	0.0320761099493945	0.0699023289026	-0.0549601227171294	0.0149883919456732	0.0110829088968274	0.00138718367427076	0.0139195526762691	-0.00129596198243726	-0.0434960252598472	-0.0213030442375519	0.00148079757090953	0.0128476081288023	0.00766629714475595	-0.0240221608417444	0.00465907955696333	-0.000896427051584388	0.0156828876442493
"CHC434T"	-0.0182334156520362	-0.00878510518799422	0.0749710762017751	0.00544129450317119	0.000743896560353792	-0.0147349946594061	-0.0132164505621671	0.0236809118383801	0.00876433693075242	-0.06618198731457	-0.0033658471800262	0.0164478270439551	-0.0179824331464296	0.0200537130670037	-0.00714394803446215	0.0743658206105519	0.0235672531306667	-0.0123316864250841	0.0560319001701856	-0.0808794213055766
"CHC609T"	-0.0533562543963063	-0.0195659262443105	-0.00126461632580552	0.0416656763935081	0.0246195535956629	0.000543248629595497	0.0167928226129637	0.0803388414605537	0.0214801223635567	-0.0430503295422107	0.0281520657750515	-0.0403575310331937	-0.019928430343595	0.117889032837304	-0.014518260931958	-0.052769921541821	-0.00181269311900379	-0.0298678683597614	-0.0181540967851818	-0.0394859355271295
"CHC197T"	-0.038110722379177	0.00248290606107018	0.00223681231232837	0.0351823157846081	0.041797576896966	-0.0434237024185624	-0.00794737521421751	0.0335562474125242	0.0359458633784541	-0.030454570865549	-0.0112886519441315	-0.062730595263777	-0.0476018999709372	0.00227613739062907	-0.0604934784975324	-0.0125512536497297	-0.0428140733079117	0.0299788392097786	0.00825878576004226	-0.0338845447116401
"CHC304T"	-0.0378218938815168	0.0169842453378462	0.0569493651589022	0.0576807374349304	-0.0253910678816816	-0.044840080959555	-9.74913441683612e-05	0.033976377265073	0.0786838439419024	-0.0426219243400865	-0.0228469297600418	-0.0452686208670103	-0.0124826141529509	0.0247297307198213	-6.04534459678791e-05	0.0772580280642452	-0.0463984480909382	0.0194009308379747	0.0284461046728992	-0.0903351547499564
"CHC313T"	-0.0248675326948798	0.00269996139252969	-0.0101177896905381	-0.00985088512298032	0.0518266108993531	-0.0238132419445483	0.0124837176445029	0.0213256038087934	0.0181178544143712	-0.0315039451835518	-0.0059759517283479	-0.0838314898092696	-0.00230577069850694	0.0145504354477864	0.0343457092751475	-0.0017175932448316	0.00398806397526055	0.00465586915496635	-0.000923650250453798	-0.0252853617335102
"CHC314T"	-0.0686459546981719	-0.00942531624822696	-0.00561166431658163	0.0132614071496405	0.0649780922489083	-0.0040128299921438	-0.027893220187184	0.0958477032795862	-0.0305158239780551	0.00527263692856024	-0.0285488566316798	-0.00438542821375662	0.0088874487800966	0.0484975353156194	0.0241019367489187	-0.0554685213918649	-0.0297219284206671	-0.0303556581512967	-0.0143859753102583	0.026801855367623
"CHC322T"	-0.0313157358233031	0.0180157475213219	0.024204093313731	0.0293073951776114	0.0224789523366277	-0.0456219765088486	-0.00143287622890653	0.0537721121600821	0.0203147316931815	-0.0296965621343294	-0.0041374234285577	-0.0337012416211244	-0.0250760179314132	0.0280564388633501	0.013994730932324	0.0241743576917567	-0.00709459947256139	0.0295497883522578	0.00750209839187777	-0.00159894335287142
"CHC433T"	-0.0532123628085679	0.016232600092277	-0.0143670611166838	0.0156220358393279	0.0949850277301604	-0.0313036227323132	0.0365372102670721	0.0172796137732409	-0.0368507274771703	-0.0412989336807675	0.0116196584890664	-0.0218242626903783	0.0493453110793079	-0.00135875763315685	-0.06918692381642	-0.0585919200031622	-0.0269218653093142	0.0101070838566771	-0.0947083787698464	-0.0157056266805222
"CHC794T"	-0.0199023616809003	-0.0309585678830729	0.061209782270874	0.0179062866740606	0.0195475440649681	-0.00673584892447157	-0.0153096199116175	0.0266025981984532	0.03722710586688	-0.0504981872888076	-0.0168767334952229	0.0275870506320214	-0.0275972208529957	0.0150048727184598	-0.00575203006401151	0.0678668769137379	0.0105327693741286	-0.00534997239463152	0.053703387585193	-0.115863226072704
"CHC798T"	-0.00121071442995868	0.0945316974136247	-0.00919008236737162	0.000159895941487548	0.103988364340547	0.00400839065868466	-0.00974718367008658	0.0903597766055599	-0.00117811886244398	0.00928401237150944	0.0459677096005336	0.000916338783200132	0.00147577061598539	0.0664481783584493	-0.0160500265902774	-0.0609399839184439	-0.0386430278864849	-0.0415065937691348	-0.0180749248425758	0.0651683147115302
"CHC961T"	-0.0077479559770519	-0.00439635327029948	-0.0160658586785977	0.0146880375302146	0.115495891068411	-0.0305346528579976	-0.00307856033490007	-0.0299629990663722	-0.00367866804627839	0.0337600557896181	0.013902094971899	-0.0699502669498247	0.010489297492288	0.0115952421901814	0.0221692185521661	-0.0356734090708079	-0.0159223534401901	-0.0206549007659528	-0.0202999720463839	0.00915251039326744
"CHC060T"	-0.0169668492321331	0.0113134892580635	0.0627621908293645	0.0768402286063298	-0.0747283860484321	-0.0475633212964971	-0.0106441368814266	0.039413891779402	0.06483027230828	-0.082312935140827	-0.0248333702788693	-0.0971516508232108	-0.00100210266984629	0.0184740826867564	0.00225230819992248	0.103986376981627	0.0408678380842903	0.0108870905806573	0.0506759166663285	-0.140064315227617
"CHC1137T"	-0.0523882011104577	-0.0180511552585662	-0.0250238715822228	-0.00770733724800466	0.099454576756297	-0.0184266101015485	-0.0215909983027481	0.0832234557582181	-0.0323152479247578	0.0438903405177144	-0.0124847886143772	0.0085104424978649	0.0249285821600088	0.0317926706559447	-0.0194252633493314	-0.0655197914637237	-0.0144836698878119	-0.0200241394827802	-0.0226112301055468	0.0774039778978428
"CHC1568T"	-0.00885165795543644	-0.00179883542865548	-0.0148801980851573	-0.000413746805806553	0.0868913591074941	-0.0294833997923758	0.00439510598990018	0.0511219887077603	-0.0256941658131057	0.0039014416735637	0.00698737634790776	-0.00502832167628237	0.00799472542858003	0.023585901351898	0.0216865598070786	-0.0378457664648594	-0.0370700125592785	0.0202655873473244	-0.0105344777599587	0.050379316666947
"CHC1604T"	-0.0256277516433617	0.00473425801523286	0.0456241900312766	0.0625816922234528	-0.0303493157403964	-0.0631631326579431	0.00538569731694333	0.0411937084064691	0.0519401271185185	-0.057089161501935	-0.0430625660485426	-0.0822633565987193	-0.0197022510069144	0.0384703564927766	0.0137421983224654	0.0699954791683891	-0.0131545980259547	0.0116359682280954	0.0126044029070562	-0.101752026765392
"CHC1717T"	-0.0290323334452656	-0.00916061767076414	-0.0618686383681646	0.0145499641655813	0.0963908734348096	-0.0256489101184785	0.00455139099051404	0.0287216342027198	-0.0179835329060301	0.0131669057284695	0.0116938350244678	-0.0585975485979247	-0.0124006252901273	0.0220959224375374	-0.0723997411598614	-0.0565870747226937	-0.029101391325964	0.0169679098454511	0.0150950166705516	0.0186481350146819
"CHC1763T"	-0.098137316748998	-0.00928259950827785	0.0145090539724429	0.0188786534188657	0.0384385633138318	0.0116148628291324	-0.0105862891352896	0.0754473701507035	0.0129328508728245	-0.00872519857903212	-0.0200381602100196	-0.0170786926952647	-0.0634209909101536	0.0408172550911848	-0.0321231226304262	-0.0156402689410454	-0.0357727960867658	0.000551600516774296	0.0158647044674207	0.00482541132633141
"CHC097T"	-0.0909289244339994	0.0105846612760402	0.0493518369928752	0.0525161052800753	0.0246009121201696	0.0183252305522106	-0.0256746389672162	0.0356807729482424	0.0185025197273371	0.0166202460858576	0.0224394546969057	-0.0562566694972947	-0.0581875115545699	0.067097726523937	-0.0243629844927136	-0.0119804969148704	-0.0305063433100907	0.00490985127749313	0.016067318884378	-0.0961005381758228
"CHC1148T"	-0.00323646895300252	0.0349317556973206	-0.0361620580336931	0.0165693512881119	0.0934752872703916	-0.0117213716227327	0.016192814998514	0.0282386708121258	0.0175082372427992	0.0113158800912337	0.0329057678386779	-0.0472525085352944	-0.018253389334937	0.0289962959527766	-0.00872676150845174	-0.0520477038357886	-0.0197989166452933	-0.00797932047092782	-0.0347776630293911	0.000965741830691591
"CHC1744T"	-0.0212585472326079	-0.0020339701491353	-0.025838902684712	0.0359768541565102	0.0569720965296154	-0.0494431215167572	-0.0329562381263712	0.0221650681291723	-0.0258757927281854	0.00231583135555594	0.0234969313792774	-0.0455573034363456	-0.0229832769918292	0.0246059307373362	-0.0169299069014737	0.0509993439194842	-0.01993405368407	-0.0115865664191317	0.0158935186343929	-0.012345209028583
"CHC1152T"	-0.0204897586497506	-0.0745960663250295	-0.017708324704899	0.0521929255345783	0.0852624350318216	-0.0180066988747508	0.0232607542367144	-0.00220669917391084	-0.0222826168447641	-0.0226505609025011	0.00896032857215043	-0.0466401544851427	-0.0580618466818882	0.0116734735025605	-0.0677273132385182	0.0929749810498985	-0.0975001847019344	0.00114634579764064	-0.0470830651413379	-0.00967874375529842
"CHC1205T"	-0.00611917773582862	0.0136797819197147	0.00732845126603753	0.0458763421583072	0.0430242185379465	-0.0640547360878115	0.000837771254828004	-0.00999537621975435	0.0147862714545195	-0.00555775821181772	-0.022751944619226	-0.0880297098006313	-0.0273517293626301	0.0114977232922987	0.0207802315513138	0.0231379915976424	-0.00100128368944332	0.0173673741606301	-0.00626579135761542	-0.0352783260557828
"CHC1616T"	-0.0141808792941618	-0.0103901038232959	-0.0188120697350052	-0.00487415428357028	0.102708535013392	-0.0564669540893717	0.0399606953051408	-0.0193410396123153	-0.0135786813152047	-0.00121337481082534	-0.042259029496963	-0.0404512778706879	-0.0542674455778472	0.0288424129617052	0.00259038907493994	-0.015285391013719	-0.04539658559978	-0.016896543912283	-0.0255645774283857	0.0215684018402281
"CHC1720T"	-0.0325603648273925	-0.00363394271835571	0.0681048471111735	0.0330778467665548	0.0059561039745665	0.000524524963257167	0.0111768399519091	0.0287038318941135	0.0085761459516524	-0.0525483869004154	-0.0264692816454151	-0.00494016868239178	-0.00403015685324755	0.0464854543700632	0.0174984792896008	0.0457568455938131	0.016616884703672	0.00885826335750547	0.0519860203582929	-0.0318612452856538
"CHC1745T"	-0.0927713002011382	-0.00747911379975062	0.062815889343485	0.00645689202967016	0.000870102385811283	-0.0122532975670693	0.0154369036224119	0.0554782010348332	0.0171311606839085	-0.0310276432380006	-0.00734634616963848	-0.0222257658529635	-0.0152855934299069	0.0364571515731016	0.0121798653094055	0.0213876309948093	-0.0214411493620118	0.00812438555444715	0.0358508970040472	-0.0234766696331604
"CHC432T"	-0.0677111381813028	0.0205638877005403	0.0336320053530474	0.0579866421490119	0.00655791438925297	0.00825333781841809	-0.000471039482891227	0.0502516966599666	0.0441761323295077	-0.0374129803357817	0.00523653765863914	-0.0619489656981668	-0.0425316625288436	0.0825382482656181	-0.0388098537929222	0.0252010641701961	0.0169841283458684	-0.00176135731275162	0.0110307088867353	-0.0733398153364512
"CHC1207T"	-0.0376262107540636	-0.0176812547684573	0.0278906379367176	0.0624413807089855	-0.00432123679298152	0.0187665867804538	-0.0224989001320874	0.0419760701722851	0.00645275544354332	-0.0620829008974959	0.00142806312513436	-0.107271287517036	0.00458444384509062	0.147588856200575	-0.0534049302055966	-0.00989294913799042	0.0177256286734984	0.0241303508519251	0.0111049778681169	-0.0859142804527252
"CHC1626T"	-0.00160276001067102	0.0239517054080828	-0.00633176564744	0.0125609999597057	0.0746883456308491	-0.0492265231481158	0.00111469774903064	0.0245351477454379	0.0186718045943469	0.0163567880386882	-0.00301244544563407	-0.0392026460480909	-0.0077176404293499	0.0181338201871979	0.0139150506679566	-0.0115556311720798	-0.0230077415025403	0.0353404225221627	-0.0115258993151693	0.0247063235463793
"CHC1725T"	-0.047222806950707	0.00349151762759082	0.0389677136023424	0.00858365059953909	0.0155622127822774	-0.00759670157203798	0.000124996200956459	0.0311646897791834	0.0189409264271381	-0.0693140088445809	0.0027225715637488	0.02302341773401	-0.018730502705347	0.0192176770025289	-0.00207938801038373	0.068454822912898	-0.00662029635273089	-0.0152873375476439	0.0724156345870068	-0.078614800984761
"CHC1746T"	-0.0318972947159376	0.016592275402677	0.042557229363644	0.0413651499303605	0.0268164031646029	0.0166287026552317	0.0147223890813352	0.0300798154067348	0.0512458332301662	-0.0449591799848756	-0.0407114509472915	-0.0134157487071713	-0.01223234456105	0.0737014446194218	0.0129357430802699	0.0800178258878658	0.015619054353015	0.0184925261326702	0.0246275421649416	-0.0122032347653751
"CHC1209T"	-0.0792953146449752	-0.0557188602345872	-0.0533122353554779	0.0229276072714025	0.0476839113912986	-0.0362822223227226	0.0214297745861489	0.0537257950253386	0.0245986109922632	-0.0243533551030994	0.0331665681745398	0.00715700333571978	-0.0280570383989093	0.0378351990538076	-0.0396947928402908	0.011511186176443	-0.0752140147721981	0.0347250149743552	-0.0135312623286555	-0.045887078368028
"CHC1594T"	-0.012605655048573	0.0187659113319209	-0.00267025194753653	-0.00228785581367198	0.0511826301506357	-0.0392295968365471	-0.00729385733781712	-0.00598451595489868	0.0220715727793825	0.00312775704497624	-0.00151062570333538	-0.0815435699605913	-0.00172285523851684	0.0130414677811545	0.018179634679286	0.0115887120505211	0.0152400669213606	0.0118182664623239	-0.0114278505273593	-0.0329630956114152
"CHC1629T"	-0.0365445090738318	0.0140412155772432	-0.00149774352899348	0.0230825220179897	0.0697557568929777	-0.0351702571417474	-0.00273303747966278	0.0203937900999661	0.0320958345687617	0.0155394455902998	0.0263057719224132	-0.075165025943311	-0.0463616745255792	-0.0016959316048402	-0.05425431143658	-0.0337551183275765	0.00341829050854738	-0.020634675368834	-0.0275417513675036	-0.0282002301328393
"CHC1731T"	-0.0961504090792391	0.0101831792558821	-0.018552016962062	-0.0282750523543273	0.0479893173510681	-0.0193710242353504	-0.0106609614585309	0.0800703222522531	-0.0108111322401888	0.0244090263160014	0.00827949702114315	-0.00198228166329789	-0.00125277245232233	0.0577838479195794	-0.0160296136579463	-0.0148628627531008	-0.0139186834038774	-0.00394729727767815	-0.00291892086607514	0.0227464205049234
"CHC1747T"	-0.0215456854106424	-0.000182819374818888	0.00671756187715761	0.0309105957261175	0.0371770035503223	-0.0432696631079584	-0.00506784499629854	0.0405763259586327	0.0171573715067775	-0.00207151611910847	0.0127391007094031	-0.0408736711447264	-0.00891446007134594	0.0482842412638585	-0.00512381145325933	0.0215828702384481	-0.0166247122450457	0.0328872814246211	-0.000366527875260647	-0.0152157373441322
"CHC801T"	-0.0631937090394611	-0.0159937155454492	0.0766473689356882	0.0472557091765116	0.00826944760365637	-0.00387288730377937	0.00624856261445009	0.0371138800309104	0.0411079270363623	-0.0338256864179051	-0.008291702668251	-0.0150042317866978	-0.0117872098992851	0.0716523126948169	0.00494554970410157	0.025800989839053	-0.00272543335435073	0.0263399703073053	0.0270167995384193	-0.0509861176946403
"CHC1211T"	0.00641387005505398	-0.00560356569550294	0.0153943695017173	-0.0127791146123744	-0.010694806928353	-0.0334885483407115	-0.0279529228891136	0.0329496773286203	0.0456745227314408	-0.0643389969806021	-0.0163423159523198	-0.0670292094567926	-0.0264859317146298	0.0505618004724438	-0.00574144859049776	0.122825484957398	-0.00263157593249065	-0.00967380711956622	0.0618026543118297	-0.1597538950533
"CHC1700T"	-0.0444599377730448	-0.0053773379618347	0.049273473520305	0.0624141769661276	-0.0398347702253868	-0.0319221422361937	-0.0191357294411139	0.0345461728807526	0.0456320733387524	-0.0656776503784162	-0.0141984220838233	-0.0518432442470521	-0.0128372377575513	0.028151921886355	0.00429852442495913	0.0816970504614471	0.0221505266354412	0.00629077030203327	0.0455787951702705	-0.136843702763569
"CHC1732T"	-0.0277886719700368	-0.00422062277971804	0.0365441493843781	0.0486246526260529	0.018914194801037	-0.0464822922085421	0.0127216824204812	0.0461405596759529	0.0189474140088146	-0.0269208701526869	-0.0146066730890063	-0.0437187549809067	-0.0370055184103735	0.0137460370540551	0.0135064687609856	0.0250202983486068	-0.0224894761204691	0.0174131351996209	0.00651525059093298	-0.0259860665776589
"CHC1749T"	-0.0452302837592591	0.00205385897668214	0.0496250200766392	0.0613613594288695	-0.00191772152375801	0.00619702614825774	0.0192567586251491	0.0343981861281326	0.0660271897789541	-0.0730842178791878	-0.0393360052957698	-0.0141207784771988	-0.00190977322078979	0.0569620350684858	0.0161782702503894	0.0643131227594947	-0.00406679658270387	0.0193771211730932	0.0444197777057425	-0.0601896489852357
"CHC1183T"	-0.116004119999141	0.000406892059157851	0.0445802779125621	0.0409073379026329	0.0175701459412388	0.0282642320060059	-0.00396705494540439	0.046230520608749	0.0241747936608446	-0.0238140344139787	-0.0202214821081051	-0.0296921648259877	0.0248186841151663	0.0978905171720342	-0.0287607547233797	-0.012488385397842	-0.018957889017289	-0.0247829354694005	0.00890930500493149	-0.0285678179614774
"CHC1597T"	-0.0117134172662994	0.00908158738816933	0.0309786866982447	0.0664817345041591	-0.0230817220975574	-0.0397111763367583	0.0183845877694163	0.0311393600542059	0.0495812407194465	-0.0679634641665211	-0.0350068282975988	-0.0798213687086477	-0.0323838545771396	0.0716793150583883	0.0244435121865585	0.0765737818099148	-0.0338909552660642	0.0148760511054732	0.0194190940216449	-0.107923652400264
"CHC1704T"	-0.07404433314937	-0.000661985259135672	0.0113627317056395	0.0612548595305548	0.000702102809949146	-0.0189211272921641	-0.00699617806237071	0.0391366847361252	0.0300995583720817	-0.0455735932529285	-0.00643194376318674	-0.0470788904500427	-0.00256347502361901	0.0668561351117337	0.0139039744878275	0.0282738117685435	-0.0112155757329094	-0.000567941942540694	0.0516587155851512	-0.0878263238947138
"CHC1734T"	-0.0328926595562643	0.0131228224979164	0.0269248617810624	0.0570146715713351	-0.0176697470106253	-0.0525971869410415	-0.00478945510578443	0.0524290539555258	0.0491723031091468	-0.0361828182404622	-0.019419370620603	-0.0647524395168143	-0.0276662931281779	0.0137515496605258	0.0104112689824597	0.0481134914562537	0.0206143111329684	0.0206320692418192	0.0184968600466876	-0.0421687941682572
